# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
4.79          	p             	-8.836556e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.016313e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.8           	U             	(5.315524e-01 -8.975846e-01 -2.152284e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.925101e+00 2.148621e+00 3.026538e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.8           	p             	-7.487463e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.505121e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.81          	U             	(5.946536e-01 -1.160540e+00 -1.818671e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.736290e+00 2.060651e+00 2.479607e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.81          	p             	-9.278152e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.142338e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.82          	U             	(-1.673661e-01 -1.086817e+00 -3.463556e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.674365e+00 2.034289e+00 2.999958e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.82          	p             	-9.066296e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.050959e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.83          	U             	(-1.370742e+00 -5.044646e-01 -3.815185e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.790206e+00 2.078043e+00 2.920584e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.83          	p             	-7.265326e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.802595e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.84          	U             	(-1.511842e+00 -5.910645e-01 -2.837556e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.948024e+00 2.221577e+00 4.977699e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.84          	p             	-8.455624e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.687624e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.85          	U             	(5.087165e-01 -8.046740e-01 -2.070716e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.996035e+00 2.296995e+00 6.723397e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.85          	p             	-9.169608e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.031316e+00	(1.079755e-01 4.263860e-02 -1.025000e-02)	0
4.86          	U             	(4.402410e-01 -8.701746e-01 -2.190257e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.894317e+00 2.280211e+00 3.827813e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.86          	p             	-7.159189e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.462473e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.87          	U             	(5.779670e-01 -1.076953e+00 -1.913005e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.749753e+00 2.124279e+00 2.749888e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.87          	p             	-8.760384e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.229097e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.88          	U             	(-1.398298e-01 -9.289151e-01 -3.489989e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.680299e+00 2.034647e+00 2.574156e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.88          	p             	-9.494177e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.042266e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.89          	U             	(-1.537039e-01 -1.153074e+00 -2.691750e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.707730e+00 2.034242e+00 3.410777e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.89          	p             	-7.959017e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.308278e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.9           	U             	(-5.419105e-02 -6.687959e-01 -1.210000e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.852868e+00 2.156003e+00 3.533902e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.9           	p             	-7.890089e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	5.004889e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.91          	U             	(4.733328e-01 -8.341442e-01 -2.204723e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.013640e+00 2.281639e+00 6.315670e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.91          	p             	-9.252824e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.279211e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.92          	U             	(5.021517e-01 -8.366622e-01 -2.065643e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.992363e+00 2.276161e+00 5.418208e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.92          	p             	-8.201930e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.109212e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.93          	U             	(5.195659e-01 -1.005285e+00 -2.023245e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.879807e+00 2.153900e+00 2.777121e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.93          	p             	-8.012807e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.374531e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.94          	U             	(-1.480382e+00 -8.002925e-01 -6.220322e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.689299e+00 2.061216e+00 2.458933e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.94          	p             	-9.342404e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.095991e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.95          	U             	(-1.863347e-01 -1.124107e+00 -3.290050e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.625447e+00 2.070428e+00 3.240776e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.95          	p             	-8.794092e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.071364e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.96          	U             	(-1.326197e+00 -4.469343e-01 -3.328919e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.821350e+00 2.124965e+00 2.893168e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.96          	p             	-7.389882e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.033041e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.97          	U             	(-1.538751e+00 -5.520840e-01 -3.107781e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(3.018881e+00 2.227989e+00 5.551690e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.97          	p             	-8.917850e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.513591e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.98          	U             	(4.434991e-01 -8.147310e-01 -2.053587e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.053207e+00 2.273607e+00 6.511831e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.98          	p             	-8.999851e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.007868e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.99          	U             	(4.527153e-01 -9.491291e-01 -2.171296e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.917632e+00 2.214596e+00 3.119787e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.99          	p             	-7.193540e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.550645e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
5             	U             	(6.583510e-01 -1.039450e+00 -1.857340e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.747930e+00 2.070292e+00 2.568028e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
5             	p             	-9.127702e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.144942e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
